site_code,year,month,day,hour,minute,second,datetime,time_decimal,air_sample_container_id,value,latitude,longitude,altitude,elevation,intake_height,method,event_number,instrument,analysis_datetime,qcflag
BAO,2009,2,10,19,33,43,2009-02-10T19:33:43Z,2009.111822,3098-11,395.68,40.05,-105.004,1884,1578.7,305.3,C,269798,L8,2009-02-12 23:53:00,...
BAO,2009,2,10,20,15,25,2009-02-10T20:15:25Z,2009.111901,3098-12,393.16,40.05,-105.004,1884,1578.7,305.3,C,269799,L8,2009-02-13 0:09:00,...
BAO,2009,2,12,19,32,10,2009-02-12T19:32:10Z,2009.117299,3041-01,399.8,40.05,-105.004,1884,1578.7,305.3,C,270198,L8,2009-02-24 3:41:00,...
BAO,2009,2,12,20,13,54,2009-02-12T20:13:54Z,2009.117378,3041-02,399.66,40.05,-105.004,1884,1578.7,305.3,C,270199,L8,2009-02-24 3:57:00,...
BAO,2009,2,13,19,32,4,2009-02-13T19:32:04Z,2009.120038,3041-03,394.1,40.05,-105.004,1884,1578.7,305.3,C,270200,L8,2009-02-24 4:13:00,...
BAO,2009,2,13,20,13,44,2009-02-13T20:13:44Z,2009.120117,3041-04,395.67,40.05,-105.004,1884,1578.7,305.3,C,270201,L8,2009-02-24 4:29:00,...
BAO,2009,2,14,19,32,5,2009-02-14T19:32:05Z,2009.122778,3041-05,396.56,40.05,-105.004,1884,1578.7,305.3,C,270202,L8,2009-02-24 4:45:00,...
BAO,2009,2,14,20,13,45,2009-02-14T20:13:45Z,2009.122857,3041-06,396.22,40.05,-105.004,1884,1578.7,305.3,C,270203,L8,2009-02-24 5:01:00,...
BAO,2009,2,15,19,31,55,2009-02-15T19:31:55Z,2009.125517,3041-07,395.31,40.05,-105.004,1884,1578.7,305.3,C,270204,L8,2009-02-24 5:17:00,...
BAO,2009,2,15,20,13,38,2009-02-15T20:13:38Z,2009.125597,3041-08,394.42,40.05,-105.004,1884,1578.7,305.3,C,270205,L8,2009-02-24 5:33:00,...
BAO,2009,2,16,19,31,58,2009-02-16T19:31:58Z,2009.128257,3041-09,392.48,40.05,-105.004,1884,1578.7,305.3,C,270206,L8,2009-02-24 5:49:00,...
BAO,2009,2,16,20,13,40,2009-02-16T20:13:40Z,2009.128337,3041-10,389.78,40.05,-105.004,1884,1578.7,305.3,C,270207,L8,2009-02-24 6:05:00,...
BAO,2009,2,17,19,31,56,2009-02-17T19:31:56Z,2009.130997,3041-11,390.06,40.05,-105.004,1884,1578.7,305.3,C,270208,L8,2009-02-24 6:21:00,...
BAO,2009,2,17,20,13,37,2009-02-17T20:13:37Z,2009.131076,3041-12,389.99,40.05,-105.004,1884,1578.7,305.3,C,270209,L8,2009-02-24 6:37:00,...
BAO,2009,2,19,19,31,39,2009-02-19T19:31:39Z,2009.136476,3046-01,394.51,40.05,-105.004,1884,1578.7,305.3,C,270573,L8,2009-02-26 20:47:00,...
BAO,2009,2,19,20,13,20,2009-02-19T20:13:20Z,2009.136555,3046-02,393.36,40.05,-105.004,1884,1578.7,305.3,C,270574,L8,2009-02-26 21:03:00,...
BAO,2009,2,20,19,31,47,2009-02-20T19:31:47Z,2009.139216,3046-03,390.46,40.05,-105.004,1884,1578.7,305.3,C,270575,L8,2009-02-26 21:19:00,...
BAO,2009,2,20,20,13,28,2009-02-20T20:13:28Z,2009.139295,3046-04,390.43,40.05,-105.004,1884,1578.7,305.3,C,270576,L8,2009-02-26 21:35:00,...
BAO,2009,2,21,19,31,35,2009-02-21T19:31:35Z,2009.141955,3046-05,415.59,40.05,-105.004,1884,1578.7,305.3,C,270577,L8,2009-02-26 21:51:00,.S.
BAO,2009,2,21,20,13,13,2009-02-21T20:13:13Z,2009.142034,3046-06,400.87,40.05,-105.004,1884,1578.7,305.3,C,270578,L8,2009-02-26 22:07:00,.S.
BAO,2009,2,22,19,31,33,2009-02-22T19:31:33Z,2009.144695,3046-07,402.29,40.05,-105.004,1884,1578.7,305.3,C,270579,L8,2009-02-26 22:23:00,.S.
BAO,2009,2,22,20,13,14,2009-02-22T20:13:14Z,2009.144774,3046-08,401.69,40.05,-105.004,1884,1578.7,305.3,C,270580,L8,2009-02-26 22:39:00,.S.
BAO,2009,2,23,19,31,32,2009-02-23T19:31:32Z,2009.147434,3046-09,396.8,40.05,-105.004,1884,1578.7,305.3,C,270581,L8,2009-02-26 22:55:00,...
BAO,2009,2,23,20,13,16,2009-02-23T20:13:16Z,2009.147514,3046-10,404.78,40.05,-105.004,1884,1578.7,305.3,C,270582,L8,2009-02-26 23:11:00,.S.
BAO,2009,2,24,19,31,39,2009-02-24T19:31:39Z,2009.150174,3046-11,391.65,40.05,-105.004,1884,1578.7,305.3,C,270583,L8,2009-02-26 23:27:00,...
BAO,2009,2,24,20,13,20,2009-02-24T20:13:20Z,2009.150254,3046-12,390.94,40.05,-105.004,1884,1578.7,305.3,C,270584,L8,2009-02-26 23:43:00,...
BAO,2009,2,25,20,14,20,2009-02-25T20:14:20Z,2009.152995,3047-01,398.13,40.05,-105.004,1884,1578.7,305.3,C,270987,L8,2009-03-05 20:58:00,...
BAO,2009,2,26,19,32,40,2009-02-26T19:32:40Z,2009.155656,3047-02,390.23,40.05,-105.004,1884,1578.7,305.3,C,270988,L8,2009-03-05 21:14:00,...
BAO,2009,2,26,20,14,20,2009-02-26T20:14:20Z,2009.155735,3047-03,390.23,40.05,-105.004,1884,1578.7,305.3,C,270989,L8,2009-03-05 21:30:00,...
BAO,2009,2,27,19,32,35,2009-02-27T19:32:35Z,2009.158395,3047-04,394.51,40.05,-105.004,1884,1578.7,305.3,C,270990,L8,2009-03-05 21:46:00,...
BAO,2009,2,27,20,14,21,2009-02-27T20:14:21Z,2009.158475,3047-05,391.17,40.05,-105.004,1884,1578.7,305.3,C,270991,L8,2009-03-05 22:02:00,...
BAO,2009,2,28,19,32,28,2009-02-28T19:32:28Z,2009.161135,3047-06,394.57,40.05,-105.004,1884,1578.7,305.3,C,270992,L8,2009-03-05 22:18:00,...
BAO,2009,2,28,20,14,9,2009-02-28T20:14:09Z,2009.161214,3047-07,393.62,40.05,-105.004,1884,1578.7,305.3,C,270993,L8,2009-03-05 22:34:00,...
BAO,2009,3,1,19,32,28,2009-03-01T19:32:28Z,2009.163875,3047-08,399.68,40.05,-105.004,1884,1578.7,305.3,C,270994,L8,2009-03-05 22:50:00,...
BAO,2009,3,1,20,14,8,2009-03-01T20:14:08Z,2009.163954,3047-09,389.64,40.05,-105.004,1884,1578.7,305.3,C,270995,L8,2009-03-05 23:06:00,...
BAO,2009,3,2,19,32,36,2009-03-02T19:32:36Z,2009.166615,3047-10,393.74,40.05,-105.004,1884,1578.7,305.3,C,270996,L8,2009-03-05 23:22:00,C..
BAO,2009,3,2,20,14,18,2009-03-02T20:14:18Z,2009.166694,3047-11,398.92,40.05,-105.004,1884,1578.7,305.3,C,270997,L8,2009-03-05 23:39:00,...
BAO,2009,3,3,19,32,37,2009-03-03T19:32:37Z,2009.169354,3047-12,389.64,40.05,-105.004,1884,1578.7,305.3,C,270998,L8,2009-03-05 23:55:00,...
BAO,2009,3,4,19,33,9,2009-03-04T19:33:09Z,2009.172095,3099-01,390.94,40.05,-105.004,1884,1578.7,305.3,C,271380,L8,2009-03-11 17:17:00,...
BAO,2009,3,4,20,14,50,2009-03-04T20:14:50Z,2009.172174,3099-02,391.07,40.05,-105.004,1884,1578.7,305.3,C,271381,L8,2009-03-11 17:33:00,...
BAO,2009,3,5,19,33,9,2009-03-05T19:33:09Z,2009.174835,3099-03,390.67,40.05,-105.004,1884,1578.7,305.3,C,271382,L8,2009-03-11 17:49:00,...
BAO,2009,3,5,20,14,49,2009-03-05T20:14:49Z,2009.174914,3099-04,390.83,40.05,-105.004,1884,1578.7,305.3,C,271383,L8,2009-03-11 18:05:00,...
BAO,2009,3,6,19,33,8,2009-03-06T19:33:08Z,2009.177574,3099-05,393.7,40.05,-105.004,1884,1578.7,305.3,C,271384,L8,2009-03-11 18:21:00,...
BAO,2009,3,6,20,14,50,2009-03-06T20:14:50Z,2009.177654,3099-06,392.15,40.05,-105.004,1884,1578.7,305.3,C,271385,L8,2009-03-11 18:37:00,...
BAO,2009,3,7,19,33,6,2009-03-07T19:33:06Z,2009.180314,3099-07,398.95,40.05,-105.004,1884,1578.7,305.3,C,271386,L8,2009-03-11 18:53:00,...
BAO,2009,3,7,20,14,45,2009-03-07T20:14:45Z,2009.180393,3099-08,397.53,40.05,-105.004,1884,1578.7,305.3,C,271387,L8,2009-03-11 19:09:00,...
BAO,2009,3,8,19,33,3,2009-03-08T19:33:03Z,2009.183054,3099-09,392.4,40.05,-105.004,1884,1578.7,305.3,C,271388,L8,2009-03-11 19:25:00,...
BAO,2009,3,8,20,14,45,2009-03-08T20:14:45Z,2009.183133,3099-10,392.63,40.05,-105.004,1884,1578.7,305.3,C,271389,L8,2009-03-11 19:41:00,...
BAO,2009,3,9,19,33,0,2009-03-09T19:33:00Z,2009.185793,3099-11,397.73,40.05,-105.004,1884,1578.7,305.3,C,271390,L8,2009-03-11 19:57:00,...
BAO,2009,3,9,20,14,43,2009-03-09T20:14:43Z,2009.185873,3099-12,396.29,40.05,-105.004,1884,1578.7,305.3,C,271391,L8,2009-03-11 20:13:00,...
BAO,2009,3,10,20,13,9,2009-03-10T20:13:09Z,2009.188609,3033-01,393.22,40.05,-105.004,1884,1578.7,305.3,C,272200,L8,2009-03-20 2:34:00,C..
BAO,2009,3,11,19,31,20,2009-03-11T19:31:20Z,2009.19127,3033-02,399.23,40.05,-105.004,1884,1578.7,305.3,C,272201,L8,2009-03-20 2:50:00,C..
BAO,2009,3,11,20,13,4,2009-03-11T20:13:04Z,2009.191349,3033-03,401.62,40.05,-105.004,1884,1578.7,305.3,C,272202,L8,2009-03-20 3:06:00,C..
BAO,2009,3,12,19,31,21,2009-03-12T19:31:21Z,2009.194009,3033-04,403.33,40.05,-105.004,1884,1578.7,305.3,C,272203,L8,2009-03-20 3:22:00,C..
BAO,2009,3,12,20,13,6,2009-03-12T20:13:06Z,2009.194089,3033-05,400.91,40.05,-105.004,1884,1578.7,305.3,C,272204,L8,2009-03-20 3:38:00,C..
BAO,2009,3,13,19,31,16,2009-03-13T19:31:16Z,2009.196749,3033-06,397.37,40.05,-105.004,1884,1578.7,305.3,C,272205,L8,2009-03-20 3:54:00,C..
BAO,2009,3,13,20,13,1,2009-03-13T20:13:01Z,2009.196828,3033-07,396.22,40.05,-105.004,1884,1578.7,305.3,C,272206,L8,2009-03-20 4:10:00,C..
BAO,2009,3,14,19,31,19,2009-03-14T19:31:19Z,2009.199489,3033-08,396.8,40.05,-105.004,1884,1578.7,305.3,C,272207,L8,2009-03-20 4:26:00,C..
BAO,2009,3,14,20,13,5,2009-03-14T20:13:05Z,2009.199568,3033-09,394.71,40.05,-105.004,1884,1578.7,305.3,C,272208,L8,2009-03-20 4:42:00,C..
BAO,2009,3,15,19,31,23,2009-03-15T19:31:23Z,2009.202229,3033-10,392.83,40.05,-105.004,1884,1578.7,305.3,C,272209,L8,2009-03-20 4:58:00,C..
BAO,2009,3,15,20,13,4,2009-03-15T20:13:04Z,2009.202308,3033-11,392.82,40.05,-105.004,1884,1578.7,305.3,C,272210,L8,2009-03-20 5:14:00,C..
BAO,2009,3,16,19,31,15,2009-03-16T19:31:15Z,2009.204968,3033-12,391.43,40.05,-105.004,1884,1578.7,305.3,C,272211,L8,2009-03-20 5:30:00,C..
BAO,2009,3,18,19,30,49,2009-03-18T19:30:49Z,2009.210447,3039-01,401.45,40.05,-105.004,1884,1578.7,305.3,C,272616,L8,2009-03-24 21:08:00,C..
BAO,2009,3,18,20,12,30,2009-03-18T20:12:30Z,2009.210526,3039-02,399.63,40.05,-105.004,1884,1578.7,305.3,C,272617,L8,2009-03-24 21:24:00,C..
BAO,2009,3,19,19,30,28,2009-03-19T19:30:28Z,2009.213186,3039-03,404.6,40.05,-105.004,1884,1578.7,305.3,C,272618,L8,2009-03-24 21:40:00,C..
BAO,2009,3,19,20,12,16,2009-03-19T20:12:16Z,2009.213265,3039-04,405.72,40.05,-105.004,1884,1578.7,305.3,C,272619,L8,2009-03-24 21:56:00,C..
BAO,2009,3,20,19,30,28,2009-03-20T19:30:28Z,2009.215926,3039-05,412.11,40.05,-105.004,1884,1578.7,305.3,C,272620,L8,2009-03-24 22:12:00,C..
BAO,2009,3,20,20,12,14,2009-03-20T20:12:14Z,2009.216005,3039-06,405.74,40.05,-105.004,1884,1578.7,305.3,C,272621,L8,2009-03-24 22:28:00,C..
BAO,2009,3,21,19,30,32,2009-03-21T19:30:32Z,2009.218665,3039-07,398.54,40.05,-105.004,1884,1578.7,305.3,C,272622,L8,2009-03-24 22:44:00,C..
BAO,2009,3,21,20,12,12,2009-03-21T20:12:12Z,2009.218745,3039-08,395.71,40.05,-105.004,1884,1578.7,305.3,C,272623,L8,2009-03-24 23:00:00,C..
BAO,2009,3,22,19,30,37,2009-03-22T19:30:37Z,2009.221405,3039-09,393.22,40.05,-105.004,1884,1578.7,305.3,C,272624,L8,2009-03-24 23:16:00,C..
BAO,2009,3,22,20,12,18,2009-03-22T20:12:18Z,2009.221485,3039-10,391.71,40.05,-105.004,1884,1578.7,305.3,C,272625,L8,2009-03-24 23:32:00,C..
BAO,2009,3,23,19,30,29,2009-03-23T19:30:29Z,2009.224145,3039-11,396.06,40.05,-105.004,1884,1578.7,305.3,C,272626,L8,2009-03-24 23:48:00,C..
BAO,2009,3,23,20,12,15,2009-03-23T20:12:15Z,2009.224224,3039-12,397.06,40.05,-105.004,1884,1578.7,305.3,C,272627,L8,2009-03-25 0:04:00,C..
BAO,2009,4,3,21,1,16,2009-04-03T21:01:16Z,2009.254454,3122-01,391.2,40.05,-105.004,1884,1578.7,305.3,C,273668,L8,2009-04-13 20:11:00,..C
BAO,2009,4,4,19,28,21,2009-04-04T19:28:21Z,2009.257017,3122-02,396.74,40.05,-105.004,1884,1578.7,305.3,C,273669,L8,2009-04-13 20:27:00,..C
BAO,2009,4,4,20,10,0,2009-04-04T20:10:00Z,2009.257097,3122-03,396.23,40.05,-105.004,1884,1578.7,305.3,C,273670,L8,2009-04-13 20:43:00,..C
BAO,2009,4,5,19,28,21,2009-04-05T19:28:21Z,2009.259757,3122-04,398.46,40.05,-105.004,1884,1578.7,305.3,C,273671,L8,2009-04-13 20:59:00,..C
BAO,2009,4,5,20,9,59,2009-04-05T20:09:59Z,2009.259836,3122-05,397,40.05,-105.004,1884,1578.7,305.3,C,273672,L8,2009-04-13 21:15:00,..C
BAO,2009,4,6,19,28,26,2009-04-06T19:28:26Z,2009.262497,3122-06,397.11,40.05,-105.004,1884,1578.7,305.3,C,273673,L8,2009-04-13 21:31:00,..C
BAO,2009,4,6,20,10,3,2009-04-06T20:10:03Z,2009.262576,3122-07,396.33,40.05,-105.004,1884,1578.7,305.3,C,273674,L8,2009-04-13 21:47:00,..C
BAO,2009,4,7,19,28,27,2009-04-07T19:28:27Z,2009.265237,3122-08,390.78,40.05,-105.004,1884,1578.7,305.3,C,273675,L8,2009-04-13 22:03:00,..C
BAO,2009,4,7,20,10,7,2009-04-07T20:10:07Z,2009.265316,3122-09,390.97,40.05,-105.004,1884,1578.7,305.3,C,273676,L8,2009-04-13 22:19:00,..C
BAO,2009,4,8,19,28,32,2009-04-08T19:28:32Z,2009.267977,3122-10,399.33,40.05,-105.004,1884,1578.7,305.3,C,273677,L8,2009-04-13 22:35:00,..C
BAO,2009,4,8,20,10,10,2009-04-08T20:10:10Z,2009.268056,3122-11,398.57,40.05,-105.004,1884,1578.7,305.3,C,273678,L8,2009-04-13 22:51:00,..C
BAO,2009,4,9,19,28,34,2009-04-09T19:28:34Z,2009.270716,3122-12,393,40.05,-105.004,1884,1578.7,305.3,C,273679,L8,2009-04-13 23:07:00,..C
BAO,2009,4,10,19,27,35,2009-04-10T19:27:35Z,2009.273454,3086-01,398.93,40.05,-105.004,1884,1578.7,305.3,C,274021,L8,2009-04-17 18:57:00,..C
BAO,2009,4,10,20,9,14,2009-04-10T20:09:14Z,2009.273534,3086-02,399.78,40.05,-105.004,1884,1578.7,305.3,C,274022,L8,2009-04-17 19:13:00,.SC
BAO,2009,4,11,19,27,21,2009-04-11T19:27:21Z,2009.276194,3086-03,399.61,40.05,-105.004,1884,1578.7,305.3,C,274023,L8,2009-04-17 19:29:00,..C
BAO,2009,4,11,20,9,2,2009-04-11T20:09:02Z,2009.276273,3086-04,398.99,40.05,-105.004,1884,1578.7,305.3,C,274024,L8,2009-04-17 19:45:00,..C
BAO,2009,4,12,19,27,18,2009-04-12T19:27:18Z,2009.278933,3086-05,397.02,40.05,-105.004,1884,1578.7,305.3,C,274025,L8,2009-04-17 20:01:00,..C
BAO,2009,4,12,20,8,57,2009-04-12T20:08:57Z,2009.279012,3086-06,397.65,40.05,-105.004,1884,1578.7,305.3,C,274026,L8,2009-04-17 20:17:00,..C
BAO,2009,4,13,19,27,20,2009-04-13T19:27:20Z,2009.281673,3086-07,392.46,40.05,-105.004,1884,1578.7,305.3,C,274027,L8,2009-04-17 20:33:00,..C
BAO,2009,4,13,20,8,58,2009-04-13T20:08:58Z,2009.281752,3086-08,391.62,40.05,-105.004,1884,1578.7,305.3,C,274028,L8,2009-04-17 20:49:00,..C
BAO,2009,4,14,19,27,14,2009-04-14T19:27:14Z,2009.284413,3086-09,393.71,40.05,-105.004,1884,1578.7,305.3,C,274029,L8,2009-04-17 21:05:00,..C
BAO,2009,4,14,20,8,51,2009-04-14T20:08:51Z,2009.284492,3086-10,392.99,40.05,-105.004,1884,1578.7,305.3,C,274030,L8,2009-04-17 21:21:00,..C
BAO,2009,4,15,19,27,14,2009-04-15T19:27:14Z,2009.287152,3086-11,391.43,40.05,-105.004,1884,1578.7,305.3,C,274031,L8,2009-04-17 21:37:00,..C
BAO,2009,4,15,20,8,52,2009-04-15T20:08:52Z,2009.287231,3086-12,391.05,40.05,-105.004,1884,1578.7,305.3,C,274032,L8,2009-04-17 21:53:00,..C
BAO,2009,4,16,19,27,47,2009-04-16T19:27:47Z,2009.289893,3022-01,400.81,40.05,-105.004,1884,1578.7,305.3,C,274390,L8,2009-04-23 23:35:00,..C
BAO,2009,4,16,20,9,26,2009-04-16T20:09:26Z,2009.289972,3022-02,400.89,40.05,-105.004,1884,1578.7,305.3,C,274391,L8,2009-04-23 23:51:00,..C
BAO,2009,4,17,19,27,43,2009-04-17T19:27:43Z,2009.292633,3022-03,394.87,40.05,-105.004,1884,1578.7,305.3,C,274392,L8,2009-04-24 0:07:00,..C
BAO,2009,4,17,20,9,23,2009-04-17T20:09:23Z,2009.292712,3022-04,396.79,40.05,-105.004,1884,1578.7,305.3,C,274393,L8,2009-04-24 0:23:00,..C
BAO,2009,4,18,19,27,42,2009-04-18T19:27:42Z,2009.295372,3022-05,396.92,40.05,-105.004,1884,1578.7,305.3,C,274394,L8,2009-04-24 0:39:00,..C
BAO,2009,4,18,20,9,20,2009-04-18T20:09:20Z,2009.295452,3022-06,397.57,40.05,-105.004,1884,1578.7,305.3,C,274395,L8,2009-04-24 0:55:00,..C
BAO,2009,4,19,19,27,43,2009-04-19T19:27:43Z,2009.298112,3022-07,392.88,40.05,-105.004,1884,1578.7,305.3,C,274396,L8,2009-04-24 1:11:00,..C
BAO,2009,4,19,20,9,25,2009-04-19T20:09:25Z,2009.298191,3022-08,393.34,40.05,-105.004,1884,1578.7,305.3,C,274397,L8,2009-04-24 1:27:00,..C
BAO,2009,4,20,19,27,41,2009-04-20T19:27:41Z,2009.300852,3022-09,392.36,40.05,-105.004,1884,1578.7,305.3,C,274398,L8,2009-04-24 1:43:00,..C
BAO,2009,4,20,20,9,19,2009-04-20T20:09:19Z,2009.300931,3022-10,391.96,40.05,-105.004,1884,1578.7,305.3,C,274399,L8,2009-04-24 1:59:00,..C
BAO,2009,4,21,19,27,38,2009-04-21T19:27:38Z,2009.303591,3022-11,392.85,40.05,-105.004,1884,1578.7,305.3,C,274400,L8,2009-04-24 2:15:00,..C
BAO,2009,4,21,20,9,15,2009-04-21T20:09:15Z,2009.303671,3022-12,392.66,40.05,-105.004,1884,1578.7,305.3,C,274401,L8,2009-04-24 2:31:00,..C
BAO,2009,4,22,19,27,5,2009-04-22T19:27:05Z,2009.30633,3134-01,391.23,40.05,-105.004,1884,1578.7,305.3,C,274816,L8,2009-04-30 17:40:00,..C
BAO,2009,4,22,20,8,42,2009-04-22T20:08:42Z,2009.306409,3134-02,391.78,40.05,-105.004,1884,1578.7,305.3,C,274817,L8,2009-04-30 17:56:00,..C
BAO,2009,4,23,19,27,4,2009-04-23T19:27:04Z,2009.30907,3134-03,390.26,40.05,-105.004,1884,1578.7,305.3,C,274818,L8,2009-04-30 18:12:00,..C
BAO,2009,4,23,20,8,41,2009-04-23T20:08:41Z,2009.309149,3134-04,390.36,40.05,-105.004,1884,1578.7,305.3,C,274819,L8,2009-04-30 18:28:00,..C
BAO,2009,4,24,20,8,43,2009-04-24T20:08:43Z,2009.311889,3134-05,397.42,40.05,-105.004,1884,1578.7,305.3,C,274820,L8,2009-04-30 18:44:00,..C
BAO,2009,4,25,19,27,4,2009-04-25T19:27:04Z,2009.314549,3134-06,396.66,40.05,-105.004,1884,1578.7,305.3,C,274821,L8,2009-04-30 19:00:00,..C
BAO,2009,4,25,20,8,44,2009-04-25T20:08:44Z,2009.314628,3134-07,396.28,40.05,-105.004,1884,1578.7,305.3,C,274822,L8,2009-04-30 19:16:00,..C
BAO,2009,4,26,19,27,6,2009-04-26T19:27:06Z,2009.317289,3134-08,391.96,40.05,-105.004,1884,1578.7,305.3,C,274823,L8,2009-04-30 19:32:00,..C
BAO,2009,4,26,20,8,44,2009-04-26T20:08:44Z,2009.317368,3134-09,392.1,40.05,-105.004,1884,1578.7,305.3,C,274824,L8,2009-04-30 19:48:00,..C
BAO,2009,4,27,19,27,3,2009-04-27T19:27:03Z,2009.320029,3134-10,398.42,40.05,-105.004,1884,1578.7,305.3,C,274825,L8,2009-04-30 20:04:00,..C
BAO,2009,4,27,20,8,46,2009-04-27T20:08:46Z,2009.320108,3134-11,398.23,40.05,-105.004,1884,1578.7,305.3,C,274826,L8,2009-04-30 20:20:00,..C
BAO,2009,4,28,19,27,4,2009-04-28T19:27:04Z,2009.322768,3134-12,398.03,40.05,-105.004,1884,1578.7,305.3,C,274827,L8,2009-04-30 20:36:00,..C
BAO,2009,4,29,19,28,30,2009-04-29T19:28:30Z,2009.325511,3104-01,392.41,40.05,-105.004,1884,1578.7,305.3,C,275199,L8,2009-05-07 16:52:00,..C
BAO,2009,4,29,20,10,7,2009-04-29T20:10:07Z,2009.32559,3104-02,389.94,40.05,-105.004,1884,1578.7,305.3,C,275200,L8,2009-05-07 17:08:00,..C
BAO,2009,4,30,19,28,29,2009-04-30T19:28:29Z,2009.328251,3104-03,393.37,40.05,-105.004,1884,1578.7,305.3,C,275201,L8,2009-05-07 17:24:00,..C
BAO,2009,4,30,20,10,7,2009-04-30T20:10:07Z,2009.32833,3104-04,394.61,40.05,-105.004,1884,1578.7,305.3,C,275202,L8,2009-05-07 17:40:00,..C
BAO,2009,5,1,19,28,26,2009-05-01T19:28:26Z,2009.33099,3104-05,395.84,40.05,-105.004,1884,1578.7,305.3,C,275203,L8,2009-05-07 17:56:00,..C
BAO,2009,5,1,20,10,6,2009-05-01T20:10:06Z,2009.331069,3104-06,395.37,40.05,-105.004,1884,1578.7,305.3,C,275204,L8,2009-05-07 18:12:00,..C
BAO,2009,5,2,19,28,30,2009-05-02T19:28:30Z,2009.33373,3104-07,400.88,40.05,-105.004,1884,1578.7,305.3,C,275205,L8,2009-05-07 18:28:00,..C
BAO,2009,5,2,20,10,8,2009-05-02T20:10:08Z,2009.333809,3104-08,401.82,40.05,-105.004,1884,1578.7,305.3,C,275206,L8,2009-05-07 18:44:00,..C
BAO,2009,5,3,19,28,28,2009-05-03T19:28:28Z,2009.33647,3104-09,396.41,40.05,-105.004,1884,1578.7,305.3,C,275207,L8,2009-05-07 19:00:00,..C
BAO,2009,5,3,20,10,6,2009-05-03T20:10:06Z,2009.336549,3104-10,395.14,40.05,-105.004,1884,1578.7,305.3,C,275208,L8,2009-05-07 19:16:00,..C
BAO,2009,5,4,19,28,28,2009-05-04T19:28:28Z,2009.339209,3104-11,390.76,40.05,-105.004,1884,1578.7,305.3,C,275209,L8,2009-05-07 19:32:00,..C
BAO,2009,5,4,20,10,7,2009-05-04T20:10:07Z,2009.339289,3104-12,390.91,40.05,-105.004,1884,1578.7,305.3,C,275210,L8,2009-05-07 19:48:00,..C
BAO,2009,5,6,19,28,2,2009-05-06T19:28:02Z,2009.344688,3132-01,390.61,40.05,-105.004,1884,1578.7,305.3,C,275630,L8,2009-05-14 20:12:00,..C
BAO,2009,5,6,20,9,42,2009-05-06T20:09:42Z,2009.344767,3132-02,389.62,40.05,-105.004,1884,1578.7,305.3,C,275631,L8,2009-05-14 20:28:00,..C
BAO,2009,5,7,19,28,2,2009-05-07T19:28:02Z,2009.347428,3132-03,388.12,40.05,-105.004,1884,1578.7,305.3,C,275632,L8,2009-05-14 20:44:00,..C
BAO,2009,5,7,20,9,43,2009-05-07T20:09:43Z,2009.347507,3132-04,389.3,40.05,-105.004,1884,1578.7,305.3,C,275633,L8,2009-05-14 21:00:00,..C
BAO,2009,5,8,19,28,4,2009-05-08T19:28:04Z,2009.350168,3132-05,391.36,40.05,-105.004,1884,1578.7,305.3,C,275634,L8,2009-05-14 21:16:00,..C
BAO,2009,5,8,20,9,39,2009-05-08T20:09:39Z,2009.350247,3132-06,392.66,40.05,-105.004,1884,1578.7,305.3,C,275635,L8,2009-05-14 21:32:00,..C
BAO,2009,5,9,19,28,0,2009-05-09T19:28:00Z,2009.352907,3132-07,390.69,40.05,-105.004,1884,1578.7,305.3,C,275636,L8,2009-05-14 21:49:00,..C
BAO,2009,5,9,20,9,38,2009-05-09T20:09:38Z,2009.352986,3132-08,390.77,40.05,-105.004,1884,1578.7,305.3,C,275637,L8,2009-05-14 22:05:00,..C
BAO,2009,5,10,19,27,58,2009-05-10T19:27:58Z,2009.355647,3132-09,391.82,40.05,-105.004,1884,1578.7,305.3,C,275638,L8,2009-05-14 22:21:00,..C
BAO,2009,5,10,20,9,39,2009-05-10T20:09:39Z,2009.355726,3132-10,392.18,40.05,-105.004,1884,1578.7,305.3,C,275639,L8,2009-05-14 22:37:00,..C
BAO,2009,5,11,20,9,38,2009-05-11T20:09:38Z,2009.358466,3132-11,397,40.05,-105.004,1884,1578.7,305.3,C,275640,L8,2009-05-14 22:53:00,.SC
BAO,2009,5,12,19,27,53,2009-05-12T19:27:53Z,2009.361126,3132-12,389.98,40.05,-105.004,1884,1578.7,305.3,C,275641,L8,2009-05-14 23:09:00,..C
BAO,2009,5,13,19,27,12,2009-05-13T19:27:12Z,2009.363865,3131-01,390.04,40.05,-105.004,1884,1578.7,305.3,C,276063,L8,2009-05-21 17:09:00,..C
BAO,2009,5,13,20,8,51,2009-05-13T20:08:51Z,2009.363944,3131-02,389.77,40.05,-105.004,1884,1578.7,305.3,C,276064,L8,2009-05-21 17:25:00,..C
BAO,2009,5,14,19,27,14,2009-05-14T19:27:14Z,2009.366604,3131-03,392.31,40.05,-105.004,1884,1578.7,305.3,C,276065,L8,2009-05-21 17:41:00,..C
BAO,2009,5,14,20,8,53,2009-05-14T20:08:53Z,2009.366684,3131-04,391.06,40.05,-105.004,1884,1578.7,305.3,C,276066,L8,2009-05-21 17:57:00,..C
BAO,2009,5,15,19,27,7,2009-05-15T19:27:07Z,2009.369344,3131-05,389.49,40.05,-105.004,1884,1578.7,305.3,C,276067,L8,2009-05-21 18:13:00,..C
